CGPA,Internship,Aptitude,Communication,Coding,Projects,Placed
6.6,0,92,75,92,4,Yes
7.3,1,71,89,99,6,Yes
9.6,0,97,93,54,6,Yes
6.1,1,51,95,84,3,Yes
6.1,0,88,65,63,7,Yes
8.0,0,85,88,87,4,Yes
8.1,1,71,58,90,5,Yes
7.8,1,64,70,77,8,Yes
7.1,0,66,86,44,2,Yes
7.5,0,64,91,43,6,Yes
5.7,1,40,93,53,6,Yes
5.7,1,95,81,66,4,Yes
9.5,1,54,53,58,0,Yes
8.9,1,64,54,53,5,Yes
5.1,0,88,67,47,6,Yes
5.5,1,90,100,88,6,Yes
6.3,0,46,64,79,0,Yes
5.5,0,89,96,51,3,Yes
9.2,0,80,100,94,2,Yes
10.0,0,46,71,41,6,Yes
5.8,0,87,97,88,7,Yes
5.5,0,79,98,71,2,Yes
8.1,0,50,56,53,8,Yes
5.5,1,49,67,64,4,Yes
10.0,0,70,100,46,0,Yes
9.3,0,71,62,54,1,Yes
9.2,1,64,71,57,6,Yes
6.7,0,67,49,94,5,Yes
9.6,1,87,87,83,7,Yes
8.9,0,86,87,99,6,Yes
8.8,1,60,46,74,3,Yes
7.1,1,43,63,84,4,Yes
9.3,1,81,89,95,1,Yes
9.3,0,99,76,76,7,Yes
7.7,0,79,73,43,6,Yes
6.7,1,86,43,50,6,Yes
8.6,1,82,98,41,8,Yes
7.7,0,50,82,42,0,Yes
8.0,1,96,71,90,6,Yes
5.8,1,70,54,84,6,Yes
8.0,0,93,66,89,1,Yes
6.4,0,94,89,41,7,Yes
6.2,0,73,76,63,3,Yes
5.4,1,58,98,72,6,Yes
5.3,1,99,76,90,1,Yes
9.5,0,74,61,56,0,Yes
7.0,0,85,78,59,3,Yes
10.0,1,92,99,87,7,Yes
5.4,0,97,97,53,6,Yes
6.2,1,71,58,46,5,Yes
5.1,1,96,62,75,1,Yes
7.8,0,94,51,93,6,Yes
6.6,1,81,93,80,2,Yes
6.5,0,61,86,65,6,Yes
6.1,0,70,43,58,7,Yes
5.6,0,78,86,67,6,Yes
6.3,0,57,69,70,2,Yes
6.2,1,40,79,60,5,Yes
6.3,1,55,85,82,3,Yes
6.7,0,89,42,50,7,Yes
8.0,1,94,84,69,5,Yes
8.5,1,75,82,98,7,Yes
8.1,1,73,100,85,0,Yes
6.2,0,81,56,66,5,Yes
5.3,0,55,78,71,8,Yes
8.8,0,80,82,56,6,Yes
6.8,0,51,93,78,7,Yes
5.1,1,75,64,44,0,No
6.1,1,86,51,47,2,Yes
6.3,0,82,68,78,3,Yes
6.6,0,91,61,70,8,Yes
5.3,0,96,54,59,8,Yes
7.5,1,95,95,95,8,Yes
8.9,1,82,99,90,8,Yes
7.1,1,65,61,95,7,Yes
6.5,0,46,55,45,6,No
9.7,0,40,56,80,0,Yes
9.7,0,68,63,67,4,Yes
5.5,0,67,49,86,5,Yes
5.9,0,63,56,42,6,No
9.9,0,47,68,74,8,Yes
8.8,0,77,73,43,5,Yes
5.3,1,83,81,81,4,Yes
9.9,0,60,72,89,8,Yes
6.4,0,61,54,64,3,Yes
5.5,0,40,86,70,5,Yes
8.6,1,97,63,79,8,Yes
5.2,1,87,55,50,7,Yes
7.9,0,40,52,76,6,Yes
9.0,1,59,97,87,5,Yes
5.2,0,79,94,93,8,Yes
7.4,1,93,55,62,8,Yes
6.8,1,45,41,96,0,Yes
8.9,1,85,68,64,6,Yes
8.8,0,73,57,53,5,Yes
8.0,0,74,90,92,2,Yes
9.4,0,98,46,98,6,Yes
10.0,1,58,42,70,1,Yes
6.9,0,97,97,98,2,Yes
8.9,1,66,48,42,6,Yes
9.0,1,58,57,43,2,Yes
8.0,0,68,68,43,0,Yes
7.3,1,65,59,46,7,Yes
5.2,1,57,97,40,2,Yes
7.9,0,53,62,43,1,No
5.8,1,77,89,98,5,Yes
5.8,0,93,86,65,5,Yes
9.7,0,53,45,66,2,Yes
8.4,1,56,50,82,6,Yes
8.2,0,65,83,65,3,Yes
5.7,1,60,73,98,3,Yes
9.5,0,68,76,82,8,Yes
8.4,0,63,96,72,2,Yes
6.5,1,64,76,78,1,Yes
5.5,0,89,98,94,2,Yes
6.5,1,76,70,76,6,Yes
7.5,0,55,76,50,0,Yes
7.6,0,58,56,40,0,No
5.6,1,99,81,89,0,Yes
6.9,0,95,66,56,4,Yes
9.1,0,89,54,48,2,Yes
6.1,1,80,65,88,0,Yes
6.3,0,55,79,46,7,Yes
8.2,0,70,93,59,1,Yes
6.9,1,95,57,87,1,Yes
6.7,1,46,48,64,2,No
8.5,1,95,77,60,0,Yes
5.2,0,42,84,54,4,Yes
8.6,0,49,89,69,8,Yes
9.3,0,69,73,66,4,Yes
8.6,0,74,54,99,2,Yes
5.9,1,93,47,74,1,Yes
8.2,0,45,76,82,8,Yes
8.6,0,77,57,98,4,Yes
8.2,1,52,91,74,4,Yes
5.5,1,68,41,100,5,Yes
8.6,0,87,44,85,0,Yes
6.0,1,53,53,95,8,Yes
6.3,1,46,73,67,4,Yes
9.1,0,76,40,43,4,Yes
8.6,0,85,54,98,2,Yes
6.1,1,65,88,88,1,Yes
9.3,0,74,78,79,1,Yes
6.7,1,67,55,59,6,Yes
9.7,0,96,72,60,7,Yes
9.8,0,98,72,51,4,Yes
9.4,0,40,88,43,4,Yes
6.8,0,78,51,87,3,Yes
7.3,0,78,84,76,2,Yes
8.7,0,51,52,48,1,No
7.0,0,86,58,75,0,Yes
5.6,1,71,91,48,2,Yes
6.9,1,85,97,100,2,Yes
5.7,0,65,100,41,4,Yes
8.6,0,59,95,69,8,Yes
9.5,0,93,67,45,2,Yes
8.6,1,55,74,62,7,Yes
8.2,0,68,50,40,2,No
7.2,1,94,75,43,5,Yes
9.8,1,75,49,46,2,Yes
5.5,0,91,68,55,3,Yes
6.4,1,54,100,41,6,Yes
7.4,1,40,84,95,5,Yes
7.1,0,97,42,90,6,Yes
8.9,0,84,65,92,8,Yes
6.3,1,60,92,91,2,Yes
8.9,0,40,77,87,0,Yes
8.9,0,41,63,99,4,Yes
9.0,0,54,57,89,4,Yes
5.3,0,66,97,40,1,Yes
9.3,0,97,61,84,7,Yes
10.0,0,62,50,64,4,Yes
7.2,1,42,69,45,5,Yes
5.2,0,97,97,54,7,Yes
8.9,1,68,48,44,1,Yes
7.2,1,78,96,70,1,Yes
5.2,0,86,72,98,6,Yes
9.2,0,47,100,49,3,Yes
9.0,1,92,96,77,5,Yes
10.0,0,64,89,53,3,Yes
7.2,1,43,79,60,0,Yes
7.9,1,40,43,95,6,Yes
8.2,0,57,42,61,5,Yes
6.9,1,89,51,68,4,Yes
5.8,1,85,59,67,6,Yes
7.3,0,67,66,87,3,Yes
6.3,0,60,55,41,6,No
5.4,1,46,78,58,8,Yes
7.8,1,53,93,46,7,Yes
8.2,1,64,56,74,1,Yes
5.7,1,48,83,56,1,Yes
8.2,1,93,57,77,5,Yes
8.8,0,68,87,51,5,Yes
8.7,0,93,70,61,6,Yes
9.6,1,72,87,65,4,Yes
6.6,1,41,96,57,2,Yes
8.7,1,49,77,41,3,Yes
7.3,0,93,74,95,1,Yes
8.8,0,61,42,72,8,Yes
8.0,0,85,43,46,7,Yes
8.0,1,77,53,99,4,Yes
7.1,1,90,90,66,5,Yes
7.4,0,69,93,51,2,Yes
5.4,1,98,86,64,2,Yes
8.6,1,49,64,61,7,Yes
7.2,1,85,72,100,1,Yes
7.1,1,94,91,98,8,Yes
8.0,1,50,71,95,3,Yes
8.6,0,79,82,69,0,Yes
6.9,0,98,46,70,0,Yes
7.2,0,65,67,56,0,Yes
9.6,0,98,57,47,2,Yes
8.8,0,51,99,65,1,Yes
6.5,0,68,58,87,6,Yes
8.8,0,55,77,67,7,Yes
5.5,1,89,96,61,6,Yes
8.7,0,60,91,70,3,Yes
8.3,1,89,71,64,1,Yes
5.4,0,75,54,57,7,Yes
7.0,0,99,48,70,8,Yes
7.7,0,76,54,94,6,Yes
9.2,0,83,52,53,1,Yes
9.9,0,48,91,78,6,Yes
6.0,1,44,94,68,6,Yes
9.5,1,72,55,70,6,Yes
5.0,1,84,99,66,6,Yes
6.7,1,66,77,67,1,Yes
7.2,1,71,72,77,5,Yes
7.7,1,100,95,40,3,Yes
6.9,0,58,40,45,3,No
5.7,0,57,58,48,1,No
6.6,1,73,76,85,0,Yes
7.4,1,41,69,50,2,Yes
9.4,1,89,83,87,8,Yes
9.2,0,66,50,70,3,Yes
7.1,1,90,64,45,7,Yes
9.9,0,48,77,99,1,Yes
9.1,0,100,81,63,5,Yes
7.7,1,92,75,57,4,Yes
6.6,0,91,67,62,4,Yes
9.6,1,47,40,77,5,Yes
9.8,1,57,61,44,3,Yes
5.8,0,99,57,73,6,Yes
8.3,0,52,98,80,7,Yes
6.8,0,86,87,63,0,Yes
7.5,1,79,98,47,6,Yes
5.6,1,45,86,82,2,Yes
8.9,0,52,70,77,8,Yes
7.7,0,62,48,75,0,Yes
8.1,1,71,91,90,8,Yes
7.6,0,58,100,89,1,Yes
7.4,0,82,76,68,4,Yes
8.0,1,88,97,40,1,Yes
6.2,0,62,90,49,6,Yes
6.2,1,74,84,100,6,Yes
7.0,1,73,50,74,4,Yes
8.3,1,67,90,86,0,Yes
5.0,1,44,87,92,5,Yes
6.3,1,66,56,62,8,Yes
6.2,1,91,66,65,8,Yes
5.7,1,67,72,100,0,Yes
6.0,1,75,48,50,1,Yes
9.9,0,57,52,57,1,Yes
6.5,1,95,62,92,5,Yes
7.8,0,62,100,71,8,Yes
5.7,1,87,48,50,3,Yes
8.2,0,91,57,42,1,Yes
5.9,1,63,66,41,2,Yes
5.4,0,72,71,94,6,Yes
5.3,0,40,58,86,0,No
6.9,0,91,95,45,6,Yes
9.3,1,88,69,83,8,Yes
7.3,1,55,79,47,6,Yes
9.5,1,47,59,92,6,Yes
7.4,0,89,91,77,1,Yes
7.0,1,50,55,65,1,Yes
5.8,1,54,78,81,5,Yes
9.0,0,99,62,52,5,Yes
5.9,1,87,93,81,4,Yes
5.4,0,98,44,73,5,Yes
6.0,1,43,49,56,1,No
5.7,1,57,56,95,8,Yes
7.6,0,43,81,77,8,Yes
6.1,0,95,56,42,5,Yes
8.2,0,82,96,73,6,Yes
7.5,0,68,76,45,7,Yes
7.0,1,50,41,74,1,Yes
5.8,1,89,84,80,8,Yes
6.2,0,62,90,73,7,Yes
7.1,0,69,91,49,2,Yes
8.5,0,40,49,40,8,Yes
6.8,1,76,62,87,5,Yes
6.3,0,50,81,53,8,Yes
9.2,1,72,53,76,2,Yes
9.2,1,48,81,98,2,Yes
9.2,1,73,98,56,4,Yes
8.3,0,74,51,99,1,Yes
9.1,0,87,66,91,6,Yes
7.2,0,46,68,95,6,Yes
9.8,0,88,81,92,8,Yes
5.4,0,80,73,81,0,Yes
9.5,0,100,66,43,8,Yes
7.2,0,64,100,98,3,Yes
7.4,0,89,52,45,7,Yes
6.6,1,51,75,80,3,Yes
9.2,0,82,66,91,5,Yes
5.8,0,49,85,67,7,Yes
8.3,1,51,82,87,6,Yes
5.1,1,75,58,48,0,No
5.2,1,82,62,90,4,Yes
5.7,1,79,97,92,0,Yes
8.3,1,89,91,92,4,Yes
6.1,1,79,47,76,1,Yes
8.7,0,62,43,95,7,Yes
9.5,0,48,68,49,6,Yes
9.3,0,64,41,75,6,Yes
7.7,0,50,62,56,2,Yes
7.4,0,81,68,93,6,Yes
8.4,0,45,41,52,5,No
6.0,1,57,49,84,5,Yes
5.7,0,77,40,78,6,Yes
9.2,1,63,57,79,2,Yes
7.5,0,100,95,63,8,Yes
5.4,1,81,63,87,8,Yes
9.0,1,48,84,55,1,Yes
9.5,0,64,88,80,3,Yes
5.6,0,99,46,96,1,Yes
5.7,1,55,71,40,0,No
9.3,0,86,69,47,7,Yes
6.3,1,56,51,92,2,Yes
7.8,1,48,97,65,3,Yes
7.0,0,92,67,51,3,Yes
8.2,0,81,64,68,4,Yes
7.3,0,71,70,80,7,Yes
6.6,0,86,67,53,8,Yes
9.1,1,53,98,96,1,Yes
7.9,0,60,66,91,6,Yes
5.5,1,64,68,100,1,Yes
6.5,1,84,75,42,8,Yes
9.6,0,60,87,95,4,Yes
9.7,1,83,60,88,7,Yes
7.7,0,64,98,96,2,Yes
5.5,1,46,52,73,2,Yes
9.3,0,68,48,96,2,Yes
8.2,0,45,51,65,7,Yes
8.1,0,88,73,50,2,Yes
7.4,0,56,91,50,8,Yes
5.2,1,54,95,97,7,Yes
5.1,0,40,68,63,3,No
7.9,1,96,90,80,5,Yes
7.6,1,68,67,45,6,Yes
9.3,0,55,41,46,5,Yes
8.5,0,48,51,96,2,Yes
5.2,0,91,85,97,8,Yes
8.0,1,100,52,48,2,Yes
5.2,1,51,71,77,0,Yes
6.4,1,60,63,81,8,Yes
8.9,1,78,69,73,5,Yes
8.8,1,75,52,71,2,Yes
9.0,0,99,60,72,6,Yes
8.0,0,80,58,82,8,Yes
8.6,1,71,96,60,0,Yes
6.5,1,81,41,99,1,Yes
7.0,0,82,95,75,4,Yes
7.2,0,80,77,66,8,Yes
9.9,0,63,71,86,4,Yes
5.5,0,75,88,85,8,Yes
5.5,1,51,82,95,4,Yes
7.6,0,49,85,58,8,Yes
8.0,1,77,53,92,2,Yes
6.1,1,100,74,53,7,Yes
6.1,0,46,83,89,0,Yes
5.7,0,54,56,72,5,Yes
5.2,0,87,96,76,4,Yes
6.6,1,71,72,43,0,Yes
5.4,1,90,96,60,2,Yes
7.1,1,76,41,99,5,Yes
8.0,0,74,64,40,3,Yes
7.7,0,56,97,82,7,Yes
9.2,0,75,92,98,7,Yes
7.8,0,71,74,53,1,Yes
6.0,1,82,67,64,1,Yes
9.8,0,81,40,98,3,Yes
5.3,1,99,50,77,7,Yes
7.0,1,51,67,74,3,Yes
9.8,1,63,97,76,6,Yes
6.3,0,46,94,60,7,Yes
5.5,0,97,61,74,2,Yes
8.5,1,67,76,91,0,Yes
8.8,1,51,86,59,3,Yes
7.9,1,46,88,100,3,Yes
9.0,0,80,73,40,6,Yes
7.8,0,83,87,63,1,Yes
5.3,0,95,58,79,6,Yes
5.6,0,91,68,42,3,Yes
9.1,1,81,74,79,0,Yes
6.5,1,44,56,84,6,Yes
6.9,1,66,62,65,6,Yes
8.0,1,41,64,42,5,Yes
5.2,0,91,43,60,7,Yes
5.2,1,60,70,49,2,Yes
7.2,0,53,69,46,5,Yes
8.4,0,78,61,66,6,Yes
9.4,1,58,57,57,7,Yes
6.5,1,50,64,82,6,Yes
7.7,0,73,96,43,4,Yes
8.9,0,57,71,89,2,Yes
7.4,1,99,48,73,1,Yes
7.9,0,73,81,89,3,Yes
8.2,0,57,52,63,7,Yes
9.8,1,53,77,51,6,Yes
6.3,0,69,86,42,5,Yes
8.7,1,88,99,47,1,Yes
6.8,1,68,60,97,2,Yes
5.7,0,45,46,58,4,No
5.6,1,98,80,98,7,Yes
9.1,1,41,94,67,0,Yes
9.4,0,85,52,85,0,Yes
8.6,0,44,94,40,6,Yes
9.3,1,88,79,81,4,Yes
7.8,0,49,53,45,2,No
6.8,0,82,79,71,4,Yes
9.3,0,84,86,80,3,Yes
6.4,0,46,100,73,8,Yes
7.8,1,40,65,100,4,Yes
8.9,1,46,65,97,6,Yes
6.7,0,80,56,98,6,Yes
9.3,0,71,78,88,1,Yes
5.0,1,64,48,41,0,No
9.3,1,56,87,62,7,Yes
5.6,1,74,52,59,3,Yes
9.6,1,65,97,72,5,Yes
6.8,1,52,89,66,1,Yes
9.0,1,68,92,93,8,Yes
7.6,0,57,51,60,4,Yes
7.7,0,77,46,94,4,Yes
6.7,0,41,61,99,2,Yes
8.1,0,64,51,60,3,Yes
8.0,0,92,65,48,4,Yes
8.8,1,50,60,91,0,Yes
8.4,0,79,59,58,0,Yes
8.5,1,56,45,40,0,No
9.2,1,78,40,56,7,Yes
8.1,1,55,53,100,5,Yes
8.2,1,66,69,45,4,Yes
5.7,0,47,40,54,4,No
9.3,0,75,66,85,2,Yes
6.3,0,90,59,65,1,Yes
5.3,0,57,51,48,1,No
5.4,0,48,47,80,1,No
9.2,0,53,95,71,5,Yes
8.7,1,86,91,50,2,Yes
8.2,1,80,46,92,0,Yes
6.6,0,44,89,92,3,Yes
6.7,1,90,75,50,3,Yes
8.3,0,41,72,96,0,Yes
8.0,0,45,64,75,6,Yes
5.9,1,97,88,90,3,Yes
8.9,1,84,100,43,4,Yes
9.1,0,47,50,53,8,Yes
8.7,0,44,88,92,7,Yes
10.0,0,43,92,85,1,Yes
6.4,1,47,67,55,5,Yes
5.5,1,82,98,95,6,Yes
8.6,0,55,65,80,7,Yes
9.6,1,58,53,53,2,Yes
6.7,1,92,88,85,6,Yes
8.3,1,98,41,50,8,Yes
6.6,1,42,75,62,4,Yes
10.0,0,55,53,58,8,Yes
9.0,0,96,46,62,5,Yes
9.4,0,77,78,80,0,Yes
8.2,0,92,76,100,6,Yes
9.7,0,54,98,45,8,Yes
6.7,1,65,81,40,3,Yes
6.1,0,79,57,77,3,Yes
5.6,1,66,80,42,4,Yes
9.0,0,67,97,86,4,Yes
6.1,0,68,55,67,1,Yes
6.9,1,54,89,68,6,Yes
5.8,0,57,79,54,0,No
5.4,0,85,100,96,4,Yes
7.6,1,59,90,61,2,Yes
8.9,1,60,70,95,2,Yes
6.5,0,45,89,80,3,Yes
9.5,0,51,90,56,8,Yes
9.0,0,73,69,81,4,Yes
5.6,0,80,93,80,0,Yes
9.8,0,43,86,71,8,Yes
5.2,0,53,87,68,6,Yes
8.8,1,92,44,59,0,Yes
5.6,0,84,62,65,1,Yes
9.5,1,69,85,55,0,Yes
5.9,1,70,68,45,4,Yes
6.3,0,68,77,93,7,Yes
5.6,0,72,47,65,1,No
5.3,1,93,86,86,2,Yes
9.8,0,72,53,82,8,Yes
6.4,0,76,45,66,7,Yes
8.4,1,51,55,97,1,Yes
7.2,0,85,79,82,2,Yes
6.4,1,62,60,67,0,Yes
5.4,0,51,90,87,8,Yes
8.9,0,71,76,41,0,Yes
6.8,1,59,91,52,1,Yes
9.2,1,90,45,55,0,Yes
7.1,1,64,53,44,7,Yes
6.6,0,79,54,59,1,Yes
6.5,1,83,67,50,2,Yes
8.6,0,47,75,75,1,Yes
9.4,1,56,62,74,4,Yes
8.2,1,43,94,44,3,Yes
7.5,1,75,70,48,6,Yes
7.7,1,75,59,77,8,Yes
5.4,1,59,40,52,3,No
7.0,1,68,60,57,3,Yes
9.5,1,83,80,71,8,Yes
9.8,0,52,47,44,3,Yes
9.3,0,84,80,75,8,Yes
5.6,1,94,98,75,5,Yes
6.0,0,86,59,65,4,Yes
7.0,0,99,50,52,8,Yes
5.0,1,97,54,67,5,Yes
7.0,1,50,98,66,8,Yes
7.0,0,52,41,95,4,Yes
7.2,0,65,68,66,6,Yes
7.1,1,99,56,95,6,Yes
8.1,1,43,89,98,3,Yes
7.2,0,95,79,86,6,Yes
5.3,0,64,71,54,7,Yes
6.7,0,62,83,97,8,Yes
8.5,1,79,46,47,5,Yes
8.8,0,70,73,76,2,Yes
9.2,0,88,69,91,2,Yes
7.3,1,77,57,82,3,Yes
7.2,0,70,56,77,8,Yes
6.4,0,62,95,76,5,Yes
9.3,1,74,84,43,8,Yes
6.3,0,52,99,53,8,Yes
8.8,0,76,61,46,1,Yes
5.9,0,73,66,67,1,Yes
10.0,1,74,90,60,2,Yes
7.5,0,45,49,78,5,Yes
10.0,0,43,63,54,5,Yes
8.4,1,89,47,72,8,Yes
9.4,1,82,74,42,0,Yes
6.1,0,42,84,83,0,Yes
6.7,0,40,47,69,1,No
9.0,1,44,96,100,5,Yes
6.2,1,94,91,98,1,Yes
9.1,0,89,40,74,1,Yes
6.2,0,89,55,90,3,Yes
6.3,1,92,93,92,3,Yes
6.4,0,91,63,48,0,Yes
7.1,0,41,63,54,7,Yes
8.0,0,60,77,80,1,Yes
8.4,1,96,46,99,4,Yes
9.9,0,73,68,44,1,Yes
9.9,0,97,47,84,6,Yes
9.7,1,41,42,73,3,Yes
8.0,1,73,48,56,2,Yes
6.9,1,91,44,75,6,Yes
6.0,0,87,81,74,2,Yes
9.9,0,75,53,75,6,Yes
5.8,1,91,51,48,3,Yes
9.7,0,99,94,80,4,Yes
5.1,0,58,57,87,8,Yes
9.6,0,61,57,81,4,Yes
8.1,0,68,61,76,8,Yes
7.9,1,48,70,82,4,Yes
5.8,0,78,87,99,4,Yes
9.5,0,61,82,52,0,Yes
6.6,1,68,59,67,7,Yes
5.4,0,76,90,94,0,Yes
6.4,1,63,91,92,7,Yes
6.9,0,86,64,81,6,Yes
7.8,1,59,57,43,6,Yes
6.6,1,69,69,87,6,Yes
9.7,1,44,41,47,8,Yes
9.2,1,70,79,46,8,Yes
9.4,0,66,53,75,2,Yes
8.6,0,72,98,89,4,Yes
5.0,0,64,62,88,6,Yes
6.3,0,77,52,75,8,Yes
5.5,0,87,76,77,0,Yes
8.0,1,78,61,98,4,Yes
6.6,0,81,97,74,1,Yes
9.9,1,52,73,55,5,Yes
7.6,1,85,40,95,0,Yes
6.0,0,58,84,76,6,Yes
8.2,1,56,54,92,2,Yes
6.5,0,70,100,43,7,Yes
7.2,1,61,64,62,2,Yes
7.8,1,84,40,42,2,Yes
9.0,1,56,82,58,7,Yes
6.5,1,54,95,88,7,Yes
7.3,0,66,98,47,1,Yes
8.7,0,91,73,48,0,Yes
5.9,0,40,68,83,6,Yes
9.0,1,98,96,92,5,Yes
9.8,0,84,80,82,7,Yes
6.7,0,45,40,73,1,No
5.7,1,97,48,86,6,Yes
7.6,0,75,71,85,5,Yes
7.4,1,89,83,82,0,Yes
7.3,0,43,48,90,7,Yes
8.6,1,78,40,89,1,Yes
5.1,1,87,42,99,8,Yes
6.6,1,50,77,72,6,Yes
8.0,0,98,65,91,2,Yes
5.9,0,94,74,53,6,Yes
8.8,1,55,44,94,6,Yes
9.3,1,52,57,89,4,Yes
5.7,1,62,45,40,7,Yes
7.7,1,42,51,57,6,Yes
7.1,1,42,95,75,3,Yes
6.8,1,62,80,73,8,Yes
5.7,0,92,51,80,8,Yes
6.4,0,54,75,54,4,Yes
9.5,0,44,62,61,6,Yes
7.1,0,95,63,42,7,Yes
7.9,0,41,88,86,8,Yes
9.0,1,100,57,87,7,Yes
9.0,1,99,81,45,4,Yes
7.9,0,53,71,44,4,Yes
6.5,1,86,90,86,8,Yes
7.2,1,66,60,75,7,Yes
6.9,1,42,45,86,2,Yes
9.6,1,56,73,99,0,Yes
7.1,0,54,46,98,2,Yes
5.5,1,69,60,91,5,Yes
9.6,1,69,70,100,1,Yes
9.9,0,44,61,91,8,Yes
9.7,1,57,43,62,3,Yes
7.5,0,83,62,95,6,Yes
9.3,0,42,82,100,5,Yes
6.8,1,97,71,46,0,Yes
5.6,1,73,58,44,7,Yes
8.1,0,87,99,98,2,Yes
9.0,0,64,91,68,1,Yes
6.3,1,63,99,70,3,Yes
5.0,0,44,71,61,6,Yes
7.6,0,83,100,86,3,Yes
9.9,1,59,64,83,3,Yes
7.3,0,53,95,92,5,Yes
9.9,0,52,42,91,2,Yes
6.8,1,82,56,48,8,Yes
8.0,0,77,76,84,2,Yes
9.7,0,83,63,92,8,Yes
6.7,1,69,56,72,8,Yes
9.5,1,100,71,94,3,Yes
6.7,1,99,66,73,4,Yes
6.6,1,55,75,60,0,Yes
9.8,1,42,58,56,2,Yes
5.9,1,82,47,100,7,Yes
6.7,1,47,78,84,1,Yes
8.5,0,92,74,81,1,Yes
5.8,0,60,44,89,0,Yes
8.2,0,46,82,42,8,Yes
5.8,0,51,54,70,2,No
7.9,0,79,40,77,7,Yes
7.0,0,89,59,83,8,Yes
7.1,0,67,82,76,4,Yes
6.3,0,76,45,88,6,Yes
8.7,1,88,80,68,0,Yes
5.0,1,62,86,45,7,Yes
5.9,1,44,64,69,7,Yes
7.2,1,99,52,75,8,Yes
7.3,1,93,79,90,5,Yes
8.0,0,78,75,83,8,Yes
6.9,1,91,69,43,5,Yes
7.1,0,99,72,69,1,Yes
8.1,0,88,83,77,2,Yes
5.8,0,55,96,49,3,Yes
6.8,1,56,50,60,3,Yes
9.1,1,55,71,88,5,Yes
7.2,0,44,64,56,4,Yes
5.4,1,43,77,70,4,Yes
8.2,1,97,67,41,2,Yes
5.8,0,81,77,65,3,Yes
7.7,0,59,77,53,2,Yes
9.3,0,81,82,90,3,Yes
9.0,0,95,79,40,5,Yes
9.1,1,55,95,95,2,Yes
6.8,0,64,72,54,8,Yes
6.2,1,64,67,41,8,Yes
6.2,0,64,61,87,6,Yes
6.8,1,46,45,41,8,Yes
6.1,0,62,51,60,5,Yes
9.8,1,87,69,52,2,Yes
7.1,1,78,50,84,5,Yes
6.7,1,75,81,81,1,Yes
10.0,0,62,92,94,5,Yes
8.6,0,96,85,50,1,Yes
5.6,1,61,91,52,5,Yes
8.2,1,52,51,92,7,Yes
9.4,0,77,100,71,2,Yes
8.7,1,69,48,80,0,Yes
8.5,1,61,50,50,5,Yes
7.6,1,44,79,49,4,Yes
6.4,0,60,88,74,7,Yes
6.9,1,57,55,84,4,Yes
5.8,1,78,92,86,0,Yes
9.5,0,65,63,98,8,Yes
8.8,1,44,59,88,1,Yes
5.8,0,76,41,61,1,No
8.5,0,60,85,76,8,Yes
9.8,0,51,45,46,2,No
7.8,1,48,90,66,2,Yes
7.4,0,92,91,40,6,Yes
8.0,0,86,63,86,5,Yes
9.7,0,64,74,85,5,Yes
9.9,0,77,94,86,2,Yes
5.7,0,47,77,90,2,Yes
8.7,1,86,61,89,5,Yes
8.5,0,88,62,72,8,Yes
8.5,0,59,71,49,6,Yes
9.1,1,56,84,51,8,Yes
5.3,0,73,72,92,8,Yes
6.8,0,93,46,41,6,Yes
9.5,1,94,92,48,5,Yes
6.4,0,84,94,45,1,Yes
9.8,1,55,45,83,4,Yes
9.3,0,61,72,58,0,Yes
7.5,1,43,88,94,6,Yes
5.9,1,64,46,75,3,Yes
7.9,1,99,50,95,7,Yes
5.2,1,59,56,81,5,Yes
7.2,1,41,72,92,1,Yes
7.4,0,93,52,51,6,Yes
6.2,1,82,86,92,7,Yes
6.5,0,58,72,95,3,Yes
5.3,1,87,45,98,6,Yes
8.5,1,78,64,91,6,Yes
9.2,0,84,79,87,6,Yes
7.7,1,75,62,67,1,Yes
6.8,0,60,91,60,7,Yes
7.0,0,55,55,65,8,Yes
5.2,1,44,40,55,2,No
9.7,1,86,93,54,2,Yes
6.9,1,62,77,49,8,Yes
8.3,1,50,45,47,8,Yes
7.1,0,79,42,74,8,Yes
5.9,0,89,44,57,8,Yes
5.2,1,60,45,53,4,No
8.7,1,52,50,94,4,Yes
7.6,0,88,68,88,1,Yes
9.4,1,77,49,85,2,Yes
7.4,0,41,85,66,2,Yes
7.4,0,71,93,41,1,Yes
8.5,0,61,48,73,5,Yes
5.7,1,87,77,65,8,Yes
6.4,1,42,53,87,7,Yes
6.4,0,53,92,45,8,Yes
7.9,1,97,59,66,1,Yes
8.7,1,56,74,69,7,Yes
8.9,0,41,65,99,2,Yes
9.8,1,44,42,55,3,Yes
9.0,0,84,67,82,4,Yes
8.9,1,49,72,74,8,Yes
5.9,1,63,49,79,3,Yes
7.5,1,83,61,44,8,Yes
7.0,0,98,54,62,7,Yes
7.0,0,75,99,52,3,Yes
5.4,0,82,95,43,7,Yes
6.5,0,91,100,63,2,Yes
5.7,1,83,51,75,0,Yes
5.1,1,42,93,96,5,Yes
6.4,1,89,97,60,5,Yes
9.6,1,67,77,81,1,Yes
5.4,1,44,89,72,3,Yes
6.7,1,91,40,67,2,Yes
7.1,0,49,83,72,5,Yes
7.4,1,87,69,95,2,Yes
7.0,0,58,60,56,0,No
6.3,0,95,95,42,7,Yes
7.9,1,95,61,58,7,Yes
8.1,1,55,41,42,3,No
7.6,1,91,68,52,1,Yes
5.7,0,86,74,76,2,Yes
